Order Id,Order Date,City,State,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent,Profit,Revenue
2371,2023-12-20,Warwick,Rhode Island,East,Technology,Accessories,TEC-AC-10004353,200.0,250.0,4,2.0,50.0,200.0
2372,2022-10-05,Aurora,Illinois,Central,Furniture,Furnishings,FUR-FU-10004973,50.0,60.0,8,3.0,10.0,80.0
2373,2022-02-26,Aurora,Illinois,Central,Office Supplies,Fasteners,OFF-FA-10000936,0.0,0.0,1,4.0,0.0,0.0
2374,2023-02-07,Aurora,Illinois,Central,Office Supplies,Paper,OFF-PA-10001609,20.0,20.0,9,5.0,0.0,0.0
2375,2023-02-22,Aurora,Illinois,Central,Furniture,Chairs,FUR-CH-10000785,220.0,250.0,2,2.0,30.0,60.0
2376,2023-11-24,Smyrna,Georgia,South,Office Supplies,Fasteners,OFF-FA-10000053,10.0,10.0,3,3.0,0.0,0.0
2377,2023-08-02,Columbus,Ohio,East,Office Supplies,Binders,OFF-BI-10001718,60.0,80.0,4,3.0,20.0,80.0
2378,2023-11-30,Columbus,Ohio,East,Office Supplies,Supplies,OFF-SU-10004768,10.0,10.0,2,3.0,0.0,0.0
2379,2023-07-30,Thousand Oaks,California,West,Office Supplies,Paper,OFF-PA-10003883,30.0,30.0,5,2.0,0.0,0.0
2380,2022-12-02,Lorain,Ohio,East,Office Supplies,Fasteners,OFF-FA-10004248,10.0,10.0,2,5.0,0.0,0.0
2381,2022-09-21,Lorain,Ohio,East,Office Supplies,Paper,OFF-PA-10002581,40.0,50.0,2,3.0,10.0,20.0
2382,2023-02-21,Lorain,Ohio,East,Furniture,Furnishings,FUR-FU-10004848,40.0,50.0,7,2.0,10.0,70.0
2383,2022-10-27,Fresno,California,West,Office Supplies,Appliances,OFF-AP-10002403,150.0,180.0,4,2.0,30.0,120.0
2384,2022-04-06,Fresno,California,West,Office Supplies,Art,OFF-AR-10003087,20.0,20.0,9,2.0,0.0,0.0
2385,2023-04-26,Fresno,California,West,Office Supplies,Binders,OFF-BI-10002026,180.0,190.0,4,4.0,10.0,40.0
2386,2022-05-25,Fresno,California,West,Technology,Phones,TEC-PH-10000141,170.0,210.0,4,3.0,40.0,160.0
2387,2023-09-07,Fresno,California,West,Technology,Copiers,TEC-CO-10000971,410.0,480.0,2,3.0,70.0,140.0
2388,2023-08-28,San Diego,California,West,Office Supplies,Fasteners,OFF-FA-10001229,10.0,10.0,2,5.0,0.0,0.0
2389,2023-12-18,San Diego,California,West,Office Supplies,Binders,OFF-BI-10002437,20.0,20.0,2,4.0,0.0,0.0
2390,2023-05-26,New York City,New York,East,Office Supplies,Paper,OFF-PA-10004255,10.0,10.0,1,5.0,0.0,0.0
2391,2023-03-22,New York City,New York,East,Office Supplies,Paper,OFF-PA-10001184,40.0,40.0,7,4.0,0.0,0.0
2392,2023-04-09,New York City,New York,East,Technology,Accessories,TEC-AC-10002637,1390.0,1620.0,9,4.0,230.0,2070.0
2393,2022-10-31,New York City,New York,East,Furniture,Furnishings,FUR-FU-10002878,100.0,110.0,4,2.0,10.0,40.0
2394,2022-07-09,Malden,Massachusetts,East,Office Supplies,Art,OFF-AR-10000588,30.0,40.0,2,4.0,10.0,20.0
2395,2023-11-24,New York City,New York,East,Technology,Accessories,TEC-AC-10002217,40.0,40.0,2,4.0,0.0,0.0
2396,2023-04-23,New York City,New York,East,Technology,Accessories,TEC-AC-10001267,50.0,60.0,2,5.0,10.0,20.0
2397,2023-10-19,New York City,New York,East,Office Supplies,Paper,OFF-PA-10004041,30.0,40.0,5,2.0,10.0,50.0
2398,2022-04-09,San Francisco,California,West,Office Supplies,Labels,OFF-LA-10001613,10.0,10.0,2,2.0,0.0,0.0
2399,2022-06-26,San Francisco,California,West,Office Supplies,Art,OFF-AR-10000246,20.0,20.0,6,3.0,0.0,0.0
2400,2022-04-28,Florence,South Carolina,South,Office Supplies,Storage,OFF-ST-10001809,580.0,630.0,7,3.0,50.0,350.0
2401,2022-05-11,Florence,South Carolina,South,Office Supplies,Storage,OFF-ST-10002214,50.0,60.0,5,4.0,10.0,50.0
2402,2022-10-12,Springfield,Missouri,Central,Office Supplies,Storage,OFF-ST-10000649,70.0,90.0,6,5.0,20.0,120.0
2403,2023-06-07,Springfield,Missouri,Central,Office Supplies,Envelopes,OFF-EN-10001990,20.0,30.0,5,3.0,10.0,50.0
2404,2023-03-08,Huntsville,Texas,Central,Furniture,Bookcases,FUR-BO-10000780,810.0,960.0,7,5.0,150.0,1050.0
2405,2022-11-16,Los Angeles,California,West,Technology,Accessories,TEC-AC-10002049,900.0,1120.0,9,4.0,220.0,1980.0
2406,2023-09-06,Los Angeles,California,West,Technology,Phones,TEC-PH-10003555,120.0,130.0,7,3.0,10.0,70.0
2407,2022-05-04,Los Angeles,California,West,Technology,Phones,TEC-PH-10000702,60.0,80.0,10,2.0,20.0,200.0
2408,2023-10-15,San Francisco,California,West,Office Supplies,Art,OFF-AR-10003631,20.0,20.0,5,3.0,0.0,0.0
2409,2023-04-23,San Francisco,California,West,Technology,Phones,TEC-PH-10003072,300.0,360.0,3,3.0,60.0,180.0
2410,2022-12-20,San Francisco,California,West,Furniture,Furnishings,FUR-FU-10000758,190.0,210.0,8,4.0,20.0,160.0
2411,2023-08-25,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,OFF-FA-10000992,10.0,10.0,2,2.0,0.0,0.0
2412,2023-07-16,Los Angeles,California,West,Office Supplies,Binders,OFF-BI-10004187,10.0,10.0,5,4.0,0.0,0.0
2413,2023-01-09,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10001947,10.0,10.0,2,2.0,0.0,0.0
2414,2022-03-24,Los Angeles,California,West,Furniture,Tables,FUR-TA-10002356,540.0,630.0,3,2.0,90.0,270.0
2415,2022-04-02,Milwaukee,Wisconsin,Central,Furniture,Chairs,FUR-CH-10001714,650.0,750.0,5,5.0,100.0,500.0
2416,2022-04-26,Holyoke,Massachusetts,East,Furniture,Bookcases,FUR-BO-10002824,240.0,300.0,2,3.0,60.0,120.0
2417,2023-02-08,Albuquerque,New Mexico,West,Technology,Accessories,TEC-AC-10002842,510.0,600.0,5,2.0,90.0,450.0
2418,2022-07-06,Albuquerque,New Mexico,West,Office Supplies,Binders,OFF-BI-10002082,70.0,80.0,3,2.0,10.0,30.0
2419,2023-05-03,Sparks,Nevada,West,Technology,Machines,TEC-MA-10000112,1970.0,2400.0,10,4.0,430.0,4300.0
2420,2022-03-12,Coachella,California,West,Office Supplies,Storage,OFF-ST-10002289,60.0,60.0,2,3.0,0.0,0.0
2421,2023-01-20,Coachella,California,West,Technology,Accessories,TEC-AC-10004171,100.0,100.0,1,5.0,0.0,0.0
2422,2023-10-24,Elmhurst,Illinois,Central,Office Supplies,Storage,OFF-ST-10003656,220.0,230.0,3,5.0,10.0,30.0
2423,2023-07-15,Elmhurst,Illinois,Central,Office Supplies,Paper,OFF-PA-10001560,10.0,10.0,2,4.0,0.0,0.0
2424,2023-03-18,Fairfield,Ohio,East,Technology,Accessories,TEC-AC-10002473,130.0,160.0,7,4.0,30.0,210.0
2425,2023-02-02,Fairfield,Ohio,East,Office Supplies,Binders,OFF-BI-10000632,10.0,10.0,1,3.0,0.0,0.0
2426,2022-02-07,Fairfield,Ohio,East,Furniture,Tables,FUR-TA-10002645,220.0,270.0,2,3.0,50.0,100.0
2427,2023-09-01,Fairfield,Ohio,East,Office Supplies,Fasteners,OFF-FA-10002975,30.0,40.0,13,3.0,10.0,130.0
2428,2022-06-21,Arlington,Texas,Central,Office Supplies,Binders,OFF-BI-10003784,0.0,0.0,4,4.0,0.0,0.0
2429,2022-03-07,Arlington,Texas,Central,Office Supplies,Binders,OFF-BI-10001617,10.0,10.0,4,2.0,0.0,0.0
2430,2023-11-25,Arlington,Texas,Central,Furniture,Furnishings,FUR-FU-10004415,10.0,10.0,7,3.0,0.0,0.0
2431,2022-08-16,San Francisco,California,West,Office Supplies,Labels,OFF-LA-10000240,50.0,60.0,8,3.0,10.0,80.0
2432,2023-04-28,Seattle,Washington,West,Furniture,Furnishings,FUR-FU-10001935,10.0,10.0,2,5.0,0.0,0.0
2433,2023-06-25,New York City,New York,East,Furniture,Chairs,FUR-CH-10002439,340.0,370.0,7,5.0,30.0,210.0
2434,2022-08-12,Houston,Texas,Central,Technology,Phones,TEC-PH-10001536,40.0,50.0,4,4.0,10.0,40.0
2435,2023-12-24,Springfield,Virginia,South,Office Supplies,Envelopes,OFF-EN-10001532,20.0,30.0,2,3.0,10.0,20.0
2436,2023-06-12,Springfield,Virginia,South,Office Supplies,Appliances,OFF-AP-10003057,770.0,830.0,3,2.0,60.0,180.0
2437,2023-05-11,Farmington,New Mexico,West,Furniture,Furnishings,FUR-FU-10003708,470.0,550.0,9,2.0,80.0,720.0
2438,2022-06-12,Louisville,Colorado,West,Furniture,Tables,FUR-TA-10000849,130.0,150.0,2,3.0,20.0,40.0
2439,2022-06-26,Louisville,Colorado,West,Office Supplies,Paper,OFF-PA-10002259,30.0,40.0,4,2.0,10.0,40.0
2440,2022-07-11,Tampa,Florida,South,Furniture,Furnishings,FUR-FU-10002597,10.0,10.0,2,2.0,0.0,0.0
2441,2023-03-17,Passaic,New Jersey,East,Technology,Phones,TEC-PH-10004614,290.0,350.0,5,2.0,60.0,300.0
2442,2022-12-14,Passaic,New Jersey,East,Furniture,Tables,FUR-TA-10003748,140.0,170.0,2,5.0,30.0,60.0
2443,2022-05-17,Passaic,New Jersey,East,Office Supplies,Appliances,OFF-AP-10003217,580.0,660.0,4,4.0,80.0,320.0
2444,2022-03-14,Passaic,New Jersey,East,Technology,Accessories,TEC-AC-10002399,80.0,100.0,5,2.0,20.0,100.0
2445,2023-09-17,Passaic,New Jersey,East,Office Supplies,Envelopes,OFF-EN-10002973,30.0,30.0,6,5.0,0.0,0.0
2446,2023-11-30,Passaic,New Jersey,East,Technology,Phones,TEC-PH-10001336,210.0,260.0,2,3.0,50.0,100.0
2447,2022-10-18,Los Angeles,California,West,Office Supplies,Envelopes,OFF-EN-10000461,20.0,20.0,2,5.0,0.0,0.0
2448,2023-01-07,Philadelphia,Pennsylvania,East,Furniture,Chairs,FUR-CH-10000988,420.0,490.0,5,5.0,70.0,350.0
2449,2022-10-02,North Charleston,South Carolina,South,Office Supplies,Storage,OFF-ST-10001809,260.0,270.0,3,3.0,10.0,30.0
2450,2022-01-29,San Jose,California,West,Office Supplies,Binders,OFF-BI-10003963,30.0,30.0,5,2.0,0.0,0.0
2451,2022-11-12,New York City,New York,East,Office Supplies,Labels,OFF-LA-10000081,20.0,20.0,5,5.0,0.0,0.0
2452,2023-12-23,New York City,New York,East,Technology,Phones,TEC-PH-10000149,100.0,120.0,6,3.0,20.0,120.0
2453,2022-05-08,New York City,New York,East,Office Supplies,Binders,OFF-BI-10000605,10.0,10.0,3,2.0,0.0,0.0
2454,2023-09-19,New York City,New York,East,Technology,Accessories,TEC-AC-10002399,50.0,60.0,3,2.0,10.0,30.0
2455,2022-11-12,New York City,New York,East,Technology,Accessories,TEC-AC-10003038,60.0,70.0,8,3.0,10.0,80.0
2456,2022-04-13,New York City,New York,East,Office Supplies,Storage,OFF-ST-10000344,90.0,110.0,8,5.0,20.0,160.0
2457,2022-09-19,New York City,New York,East,Office Supplies,Labels,OFF-LA-10004093,10.0,10.0,1,3.0,0.0,0.0
2458,2023-07-30,New York City,New York,East,Office Supplies,Art,OFF-AR-10001683,50.0,60.0,6,4.0,10.0,60.0
2459,2022-04-08,New York City,New York,East,Office Supplies,Storage,OFF-ST-10003455,40.0,50.0,3,2.0,10.0,30.0
2460,2023-12-01,Plainfield,New Jersey,East,Office Supplies,Appliances,OFF-AP-10002578,90.0,100.0,2,5.0,10.0,20.0
2461,2023-04-12,Seattle,Washington,West,Office Supplies,Paper,OFF-PA-10001763,30.0,30.0,3,4.0,0.0,0.0
2462,2023-06-20,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10001597,80.0,100.0,3,2.0,20.0,60.0
2463,2023-10-12,New York City,New York,East,Office Supplies,Binders,OFF-BI-10001524,70.0,80.0,5,5.0,10.0,50.0
2464,2022-06-22,New York City,New York,East,Office Supplies,Binders,OFF-BI-10001553,10.0,10.0,2,2.0,0.0,0.0
2465,2023-11-13,New York City,New York,East,Technology,Phones,TEC-PH-10000576,120.0,140.0,1,5.0,20.0,20.0
2466,2022-04-14,New York City,New York,East,Office Supplies,Labels,OFF-LA-10001317,0.0,0.0,1,3.0,0.0,0.0
2467,2022-03-06,Newport News,Virginia,South,Office Supplies,Paper,OFF-PA-10000726,10.0,10.0,1,3.0,0.0,0.0
2468,2023-04-25,Newport News,Virginia,South,Office Supplies,Storage,OFF-ST-10003306,520.0,570.0,4,2.0,50.0,200.0
2469,2023-09-04,Newport News,Virginia,South,Office Supplies,Paper,OFF-PA-10004983,30.0,30.0,5,5.0,0.0,0.0
2470,2022-06-28,Newport News,Virginia,South,Office Supplies,Storage,OFF-ST-10001291,20.0,20.0,1,4.0,0.0,0.0
2471,2023-10-22,Fayetteville,North Carolina,South,Furniture,Furnishings,FUR-FU-10002107,10.0,10.0,8,3.0,0.0,0.0
2472,2022-01-01,Fayetteville,North Carolina,South,Furniture,Bookcases,FUR-BO-10002213,410.0,450.0,4,3.0,40.0,160.0
2473,2022-02-04,Fayetteville,North Carolina,South,Office Supplies,Appliances,OFF-AP-10000692,60.0,60.0,4,3.0,0.0,0.0
2474,2022-04-06,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10001190,200.0,220.0,2,5.0,20.0,40.0
2475,2023-11-21,Los Angeles,California,West,Technology,Accessories,TEC-AC-10000682,70.0,80.0,5,2.0,10.0,50.0
2476,2023-05-03,Los Angeles,California,West,Office Supplies,Labels,OFF-LA-10004545,70.0,90.0,7,4.0,20.0,140.0
2477,2023-06-27,Los Angeles,California,West,Office Supplies,Appliances,OFF-AP-10003057,960.0,1100.0,4,2.0,140.0,560.0
2478,2023-10-13,Los Angeles,California,West,Furniture,Tables,FUR-TA-10000198,1110.0,1320.0,3,2.0,210.0,630.0
2479,2022-01-17,New York City,New York,East,Office Supplies,Art,OFF-AR-10002833,10.0,10.0,3,5.0,0.0,0.0
2480,2023-01-29,Dallas,Texas,Central,Office Supplies,Supplies,OFF-SU-10002557,10.0,10.0,1,5.0,0.0,0.0
2481,2023-09-09,Dallas,Texas,Central,Office Supplies,Storage,OFF-ST-10003656,130.0,150.0,2,3.0,20.0,40.0
2482,2023-09-02,Seattle,Washington,West,Office Supplies,Storage,OFF-ST-10001097,900.0,1000.0,6,2.0,100.0,600.0
2483,2022-10-01,Seattle,Washington,West,Technology,Phones,TEC-PH-10000912,40.0,40.0,4,3.0,0.0,0.0
2484,2022-08-13,Seattle,Washington,West,Furniture,Tables,FUR-TA-10000617,930.0,1140.0,5,5.0,210.0,1050.0
2485,2022-08-31,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10001658,90.0,100.0,5,4.0,10.0,50.0
2486,2023-11-14,Seattle,Washington,West,Office Supplies,Art,OFF-AR-10003856,10.0,10.0,2,3.0,0.0,0.0
2487,2022-02-16,Newark,Delaware,East,Office Supplies,Storage,OFF-ST-10001837,80.0,90.0,2,2.0,10.0,20.0
2488,2022-03-09,Newark,Delaware,East,Office Supplies,Art,OFF-AR-10001473,10.0,10.0,3,2.0,0.0,0.0
2489,2023-10-15,Newark,Delaware,East,Office Supplies,Paper,OFF-PA-10004285,20.0,20.0,3,3.0,0.0,0.0
2490,2023-01-28,New York City,New York,East,Technology,Phones,TEC-PH-10001835,550.0,630.0,4,4.0,80.0,320.0
2491,2023-03-22,New York City,New York,East,Office Supplies,Paper,OFF-PA-10002245,20.0,20.0,4,3.0,0.0,0.0
2492,2022-01-29,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10001457,70.0,90.0,6,5.0,20.0,120.0
2493,2023-04-23,Jamestown,New York,East,Technology,Phones,TEC-PH-10002885,3730.0,4550.0,7,4.0,820.0,5740.0
2494,2023-11-22,Houston,Texas,Central,Furniture,Tables,FUR-TA-10004086,250.0,300.0,5,3.0,50.0,250.0
2495,2023-03-12,Houston,Texas,Central,Technology,Phones,TEC-PH-10000895,580.0,720.0,5,2.0,140.0,700.0
2496,2023-11-07,Mishawaka,Indiana,Central,Furniture,Chairs,FUR-CH-10000225,540.0,650.0,8,4.0,110.0,880.0
2497,2023-04-25,San Diego,California,West,Office Supplies,Storage,OFF-ST-10002370,50.0,60.0,3,3.0,10.0,30.0
2498,2022-04-28,San Diego,California,West,Office Supplies,Envelopes,OFF-EN-10000056,110.0,120.0,2,2.0,10.0,20.0
2499,2023-12-14,San Francisco,California,West,Office Supplies,Binders,OFF-BI-10004817,10.0,10.0,1,5.0,0.0,0.0
2500,2022-11-05,Miami,Florida,South,Office Supplies,Envelopes,OFF-EN-10004483,30.0,40.0,3,3.0,10.0,30.0
2501,2023-10-28,Skokie,Illinois,Central,Office Supplies,Paper,OFF-PA-10001892,10.0,10.0,2,5.0,0.0,0.0
2502,2022-08-28,Skokie,Illinois,Central,Office Supplies,Binders,OFF-BI-10000546,0.0,0.0,4,4.0,0.0,0.0
2503,2022-09-06,Skokie,Illinois,Central,Office Supplies,Binders,OFF-BI-10001294,10.0,10.0,4,5.0,0.0,0.0
2504,2023-10-12,San Francisco,California,West,Office Supplies,Labels,OFF-LA-10000248,10.0,10.0,2,2.0,0.0,0.0
2505,2022-10-24,San Francisco,California,West,Office Supplies,Storage,OFF-ST-10001228,40.0,50.0,4,2.0,10.0,40.0
2506,2023-04-19,San Francisco,California,West,Office Supplies,Supplies,OFF-SU-10000151,7370.0,8190.0,5,5.0,820.0,4100.0
2507,2023-11-26,San Francisco,California,West,Furniture,Furnishings,FUR-FU-10004351,70.0,80.0,8,3.0,10.0,80.0
2508,2023-02-05,Houston,Texas,Central,Office Supplies,Appliances,OFF-AP-10001293,30.0,30.0,4,4.0,0.0,0.0
2509,2023-05-20,Los Angeles,California,West,Technology,Phones,TEC-PH-10000675,190.0,200.0,3,5.0,10.0,30.0
2510,2023-12-24,Los Angeles,California,West,Technology,Accessories,TEC-AC-10000580,390.0,480.0,6,4.0,90.0,540.0
2511,2022-05-05,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,OFF-ST-10003470,1000.0,1120.0,4,4.0,120.0,480.0
2512,2022-08-20,Monroe,Louisiana,South,Technology,Accessories,TEC-AC-10003116,90.0,110.0,6,4.0,20.0,120.0
2513,2022-07-08,Tampa,Florida,South,Office Supplies,Binders,OFF-BI-10002429,50.0,50.0,5,4.0,0.0,0.0
2514,2022-08-11,Chicago,Illinois,Central,Technology,Accessories,TEC-AC-10003280,90.0,100.0,4,3.0,10.0,40.0
2515,2023-11-15,Chicago,Illinois,Central,Furniture,Chairs,FUR-CH-10004540,40.0,50.0,2,4.0,10.0,20.0
2516,2022-12-03,Bowling Green,Ohio,East,Office Supplies,Storage,OFF-ST-10000585,210.0,260.0,2,3.0,50.0,100.0
2517,2023-08-31,Houston,Texas,Central,Office Supplies,Envelopes,OFF-EN-10003001,500.0,600.0,9,2.0,100.0,900.0
2518,2022-12-12,Westfield,New Jersey,East,Furniture,Furnishings,FUR-FU-10003975,110.0,130.0,3,2.0,20.0,60.0
2519,2022-11-20,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,OFF-LA-10004559,20.0,20.0,7,3.0,0.0,0.0
2520,2023-04-19,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,OFF-LA-10003223,20.0,30.0,6,2.0,10.0,60.0
2521,2023-10-12,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,OFF-AP-10002651,730.0,870.0,3,5.0,140.0,420.0
2522,2022-07-10,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,OFF-PA-10003177,10.0,10.0,2,4.0,0.0,0.0
2523,2022-03-11,Oklahoma City,Oklahoma,Central,Technology,Phones,TEC-PH-10003442,10.0,10.0,1,2.0,0.0,0.0
2524,2022-01-22,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,OFF-BI-10000977,110.0,120.0,4,2.0,10.0,40.0
2525,2022-05-01,Houston,Texas,Central,Office Supplies,Art,OFF-AR-10004078,40.0,40.0,9,5.0,0.0,0.0
2526,2022-08-12,Houston,Texas,Central,Technology,Accessories,TEC-AC-10002550,20.0,30.0,2,3.0,10.0,20.0
2527,2022-02-20,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10004965,10.0,10.0,3,5.0,0.0,0.0
2528,2022-08-07,Houston,Texas,Central,Office Supplies,Binders,OFF-BI-10004209,10.0,10.0,6,4.0,0.0,0.0
2529,2023-08-29,Houston,Texas,Central,Office Supplies,Paper,OFF-PA-10001526,10.0,10.0,2,4.0,0.0,0.0
2530,2023-07-08,Fort Lauderdale,Florida,South,Office Supplies,Paper,OFF-PA-10000788,10.0,10.0,2,2.0,0.0,0.0
2531,2022-07-30,Little Rock,Arkansas,South,Office Supplies,Paper,OFF-PA-10000595,100.0,110.0,5,2.0,10.0,50.0
2532,2022-06-10,Little Rock,Arkansas,South,Office Supplies,Binders,OFF-BI-10000829,20.0,20.0,4,4.0,0.0,0.0
2533,2023-10-28,Little Rock,Arkansas,South,Office Supplies,Fasteners,OFF-FA-10002676,10.0,10.0,7,3.0,0.0,0.0
2534,2022-01-31,Little Rock,Arkansas,South,Technology,Accessories,TEC-AC-10000844,320.0,340.0,4,4.0,20.0,80.0
2535,2023-04-11,Philadelphia,Pennsylvania,East,Office Supplies,Storage,OFF-ST-10004459,1580.0,1800.0,6,3.0,220.0,1320.0
2536,2022-04-23,La Quinta,California,West,Technology,Accessories,TEC-AC-10003499,50.0,50.0,4,5.0,0.0,0.0
2537,2023-08-23,Cleveland,Ohio,East,Furniture,Chairs,FUR-CH-10000513,160.0,180.0,2,5.0,20.0,40.0
2538,2023-02-26,Cleveland,Ohio,East,Technology,Phones,TEC-PH-10000895,350.0,430.0,4,4.0,80.0,320.0
2539,2022-10-23,Cleveland,Ohio,East,Technology,Phones,TEC-PH-10002555,150.0,160.0,1,3.0,10.0,10.0
2540,2023-11-30,San Francisco,California,West,Furniture,Chairs,FUR-CH-10003312,1280.0,1350.0,6,3.0,70.0,420.0
2541,2022-01-19,San Francisco,California,West,Furniture,Chairs,FUR-CH-10004086,590.0,700.0,3,2.0,110.0,330.0
2542,2022-12-08,Scottsdale,Arizona,West,Furniture,Furnishings,FUR-FU-10002759,90.0,110.0,7,4.0,20.0,140.0
2543,2022-02-13,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,OFF-AP-10002191,130.0,140.0,3,2.0,10.0,30.0
2544,2023-06-21,Malden,Massachusetts,East,Furniture,Bookcases,FUR-BO-10003450,160.0,170.0,3,3.0,10.0,30.0
2545,2023-09-15,Malden,Massachusetts,East,Office Supplies,Labels,OFF-LA-10000248,10.0,10.0,4,3.0,0.0,0.0
2546,2023-06-27,San Jose,California,West,Office Supplies,Storage,OFF-ST-10004804,180.0,210.0,4,4.0,30.0,120.0
2547,2023-09-10,San Jose,California,West,Furniture,Bookcases,FUR-BO-10001337,80.0,100.0,1,4.0,20.0,20.0
2548,2023-11-16,Phoenix,Arizona,West,Office Supplies,Art,OFF-AR-10002255,0.0,0.0,1,5.0,0.0,0.0
2549,2023-01-07,Phoenix,Arizona,West,Technology,Phones,TEC-PH-10002624,1520.0,1880.0,5,3.0,360.0,1800.0
2550,2023-04-10,Phoenix,Arizona,West,Office Supplies,Paper,OFF-PA-10001878,260.0,310.0,8,3.0,50.0,400.0
2551,2023-03-07,Phoenix,Arizona,West,Office Supplies,Labels,OFF-LA-10000452,10.0,10.0,2,2.0,0.0,0.0
2552,2023-07-31,Henderson,Kentucky,South,Furniture,Furnishings,FUR-FU-10004665,750.0,820.0,6,2.0,70.0,420.0
2553,2022-04-30,Henderson,Kentucky,South,Office Supplies,Binders,OFF-BI-10000088,20.0,20.0,2,4.0,0.0,0.0
2554,2022-08-14,Columbia,South Carolina,South,Office Supplies,Paper,OFF-PA-10000029,30.0,30.0,4,2.0,0.0,0.0
2555,2022-10-13,Tallahassee,Florida,South,Technology,Phones,TEC-PH-10000369,670.0,710.0,7,4.0,40.0,280.0
2556,2023-12-14,New York City,New York,East,Technology,Accessories,TEC-AC-10001590,40.0,50.0,2,4.0,10.0,20.0
2557,2022-08-19,Houston,Texas,Central,Furniture,Furnishings,FUR-FU-10004909,40.0,50.0,8,5.0,10.0,80.0
2558,2023-06-04,Coral Springs,Florida,South,Office Supplies,Appliances,OFF-AP-10002287,10.0,10.0,2,5.0,0.0,0.0
2559,2022-11-30,Orem,Utah,West,Furniture,Bookcases,FUR-BO-10004357,1340.0,1410.0,7,4.0,70.0,490.0
2560,2022-06-17,Orem,Utah,West,Office Supplies,Labels,OFF-LA-10003766,20.0,20.0,5,4.0,0.0,0.0
2561,2022-02-06,Orem,Utah,West,Office Supplies,Storage,OFF-ST-10000046,290.0,320.0,2,5.0,30.0,60.0
2562,2023-03-25,Nashville,Tennessee,South,Office Supplies,Labels,OFF-LA-10003190,10.0,10.0,4,2.0,0.0,0.0
2563,2023-06-19,Nashville,Tennessee,South,Office Supplies,Paper,OFF-PA-10002787,10.0,10.0,2,4.0,0.0,0.0
2564,2022-12-21,New York City,New York,East,Technology,Accessories,TEC-AC-10000387,20.0,20.0,1,5.0,0.0,0.0
2565,2022-04-27,New York City,New York,East,Office Supplies,Storage,OFF-ST-10001291,20.0,30.0,2,3.0,10.0,20.0
2566,2022-03-21,Bowling Green,Kentucky,South,Technology,Accessories,TEC-AC-10003116,60.0,70.0,4,5.0,10.0,40.0
2567,2022-02-08,Bellingham,Washington,West,Office Supplies,Binders,OFF-BI-10001308,30.0,30.0,5,2.0,0.0,0.0
2568,2023-01-21,Bellingham,Washington,West,Furniture,Tables,FUR-TA-10003954,2540.0,2670.0,9,5.0,130.0,1170.0
2569,2022-12-03,New York City,New York,East,Office Supplies,Storage,OFF-ST-10003282,390.0,480.0,8,4.0,90.0,720.0
2570,2023-07-19,Newark,Ohio,East,Technology,Phones,TEC-PH-10000576,150.0,160.0,2,4.0,10.0,20.0
2571,2023-01-09,Newark,Ohio,East,Office Supplies,Art,OFF-AR-10004441,10.0,10.0,4,4.0,0.0,0.0
2572,2022-07-16,Woodstock,Illinois,Central,Office Supplies,Art,OFF-AR-10003759,0.0,0.0,2,3.0,0.0,0.0
2573,2023-11-02,Carrollton,Texas,Central,Technology,Accessories,TEC-AC-10004145,1270.0,1400.0,7,5.0,130.0,910.0
2574,2022-12-20,Lafayette,Indiana,Central,Furniture,Furnishings,FUR-FU-10000293,460.0,530.0,5,4.0,70.0,350.0
2575,2022-02-01,Columbus,Georgia,South,Office Supplies,Envelopes,OFF-EN-10004955,20.0,20.0,3,3.0,0.0,0.0
2576,2022-01-20,Columbus,Georgia,South,Office Supplies,Binders,OFF-BI-10001071,290.0,320.0,5,2.0,30.0,150.0
2577,2022-09-12,Columbus,Georgia,South,Office Supplies,Envelopes,OFF-EN-10001990,10.0,10.0,2,4.0,0.0,0.0
2578,2022-03-20,Columbus,Georgia,South,Office Supplies,Appliances,OFF-AP-10002734,570.0,680.0,3,5.0,110.0,330.0
2579,2023-11-14,Alexandria,Virginia,South,Furniture,Furnishings,FUR-FU-10004587,50.0,60.0,3,3.0,10.0,30.0
2580,2023-05-27,Alexandria,Virginia,South,Office Supplies,Storage,OFF-ST-10004337,400.0,490.0,8,3.0,90.0,720.0
2581,2022-04-09,Alexandria,Virginia,South,Office Supplies,Paper,OFF-PA-10003072,20.0,20.0,3,5.0,0.0,0.0
2582,2023-07-20,Alexandria,Virginia,South,Office Supplies,Paper,OFF-PA-10000380,20.0,20.0,2,3.0,0.0,0.0
